DeleteAllResolvedComments	False	False	False
DeleteNode	True	True	True
DeleteSegment	False	False	False
DeleteStyle	True	True	True
DeleteWord	True	True	True
DeleteWordBack	True	True	True
DesignMode	True	True	True
DiagramAutoFormatClassic	False	False	False
DiagramAutoLayoutClassic	False	False	False
DiagramChangeToCycleClassic	False	False	False
DiagramChangeToMenuClassic	False	False	False
DiagramChangeToPyramidClassic	False	False	False
DiagramChangeToRadialClassic	False	False	False
DiagramChangeToTargetClassic	False	False	False
DiagramChangeToVennDiagramClassic	False	False	False
DiagramCycleInsertClassic	True	True	True
DiagramExpandClassic	False	False	False
DiagramFitToContentsClassic	False	False	False
DiagrammingOnline	False	False	False
DiagramPyramidInsertClassic	True	True	True
DiagramRadialInsertClassic	True	True	True
DiagramResizeClassic	False	False	False
DiagramReverseClassic	False	False	False
DiagramShapeInsertClassic	False	False	False
DiagramShapeMoveBackwardClassic	False	False	False
DiagramShapeMoveForwardClassic	False	False	False
DiagramStylesClassic	False	False	False
DiagramTargetInsertClassic	True	True	True
DiagramVennDiagramInsertClassic	True	True	True
Dictate	True	True	True
DictateInMenu	True	True	True
DictationMenu	True	True	True
Dictionary	False	False	False
DigitalPrint			
DocInfoAuthor	True	True	True
DocInfoDocTitle	True	True	True
DocInfoFileName	True	True	True
DocInfoFilePath	True	True	True
DocuemntVersionHistory			
DocumentInfo	True	True	True
DocumentInformationShowHide	True	True	True
DocumentLocation	True	True	True
DocumentMapReadingView	True	True	True
DocumentTemplate	True	True	True
DocumentUpdatePane	False	False	False
DoubleStrikethrough	True	True	True
DraftViewClassic	True	True	True
Drawing1ColorPickerFill	False	False	False
Drawing1ColorPickerFillWordArt	False	False	False
Drawing1ColorPickerLineStyles	False	False	False
Drawing1ColorPickerLineStylesWordArt	False	False	False
Drawing1GalleryBrightness	False	False	False
Drawing1GalleryContrast	False	False	False
Drawing1GalleryTextures	False	False	False
DrawingCanvasExpand	False	False	False
DrawingCanvasFit	False	False	False
DrawingCanvasInsert	True	True	True
DrawingCanvasResize	False	False	False
DrawingCanvasScale	False	False	False
DrawingInsert	True	True	True
DrawingNewClassic	False	False	False
DrawingObjectFormatDialog	False	False	False
DrawingSelectNext	False	False	False
DrawingSelectPrevious	False	False	False
DrawingUnselect	False	False	False
DrawInkMode	False	False	False
DropCapInsertGallery	True	True	False
DropCapOptionsDialog	True	True	False
EastAsianEditingMarks	True	True	True
EditDocument	True	True	True
EditField	True	True	True
EmailOptions	True	True	True
EnableBackgroundProofing	True	True	True
EndnoteContinuationNotice	False	False	False
EndnoteContinuationSeparator	False	False	False
EndnoteInsertWord	True	True	True
EndnoteNextWord	True	True	True
EndnoteOrFootnoteConvert	False	False	False
EndnotePreviousWord	True	True	True
EndnotesConvertAll	False	False	False
EndnoteSeparator	False	False	False
EndOfColumn	False	False	True
EndOfDocument	True	True	True
EndOfDocumentExtend	True	True	True
EndOfLine	True	True	True
EndOfLineExtend	True	True	True
EndOfRow	False	False	True
EndOfWindowExtend	True	True	True
EnglishWritingAssistant	False	False	False
EnvelopeChineseDialog	False	False	False
EnvelopesAndLabels	True	True	True
EnvelopesAndLabelsDialog	True	True	True
EquationAccentGallery	True	True	True
EquationConvert	True	True	True
EquationConvertSplitButton	True	True	True
EquationDelimiterGallery	True	True	True
EquationFractionGallery	True	True	True
EquationFunctionGallery	True	True	True
EquationInsertGallery	True	True	True
EquationInsertNew	True	True	True
EquationIntegralGallery	True	True	True
EquationLargeOperatorGallery	True	True	True
EquationLaTexFormat	True	True	True
EquationLimitGallery	True	True	True
EquationLinearAll	True	True	True
EquationLinearOne	False	False	False
EquationMatrixGallery	True	True	True
EquationNormalText	False	False	False
EquationOperatorGallery	True	True	True
EquationOptions	True	True	True
EquationOptionsGallery	False	False	False
EquationProfessionalAll	True	True	True
EquationProfessionalOne	False	False	False
EquationRadicalGallery	True	True	True
EquationScriptGallery	True	True	True
EquationSymbolsInsertGallery	True	True	True
EquationUnicodeFormat	True	True	True
ExchangeFolder	True	True	True
ExitEditCurve	False	False	False
ExpandAllHeadings	True	True	False
ExpandCollapse	True	True	False
ExpandHeading	False	False	False
ExtendSelection	True	True	True
ExtendSelectionLeft	True	True	True
ExtendSelectionLeftSentence	True	True	True
ExtendSelectionRight	True	True	True
ExtendSelectionRightSentence	True	True	True
ExtensibilityExperimentation			
FieldCharactersInsert	True	True	True
FieldClick	True	True	True
FieldCodes	True	True	True
FieldCodesToggle	True	True	True
FieldInsert	True	True	True
FieldNext	True	True	True
FieldPrevious	True	True	True
FieldShading	True	True	True
FieldsLock	True	True	True
FieldsManage	True	True	True
FieldsUnlink	True	True	True
FieldsUnlock	True	True	True
FieldsUpdate	True	True	True
FifthCorrectionAlternative	False	False	False
FileAddDigitalSignature	True	True	True
FileCheckIn	False	False	False
FileCheckOut	False	False	False
FileCheckOutDiscard	False	False	False
FileClose	True	True	True
FileCloseAll	True	True	True
FileCloseOrCloseAll	True	True	True
FileCloseOrExit	True	True	True
FileCompatibilityCheckerWord	True	True	True
FileConfirmConversions	True	True	True
FileCreateDocumentWorkspace	False	False	False
FileDiscardCachedChanges	True	True	True
FileDocumentEncrypt	True	True	True
FileDocumentInspect	True	True	True
FileDocumentManagementInformation	False	False	False
FileEmailAsPdfEmailAttachment	True	True	True
FileEmailAsXpsEmailAttachment	True	True	True
FileExit	True	True	True
FileFind	True	True	True
FileInternetFax	True	True	True
FileLinksToFiles	False	False	False
FileLocations	True	True	True
FileMarkAsFinal	True	True	True
FileMarkAsReadOnlyRecommended	True	True	True
FileNew	True	True	True
FileNewBlankDocument	True	True	True
FileNewBlogPost	False	False	False
FileNewDefault	True	True	True
FileNewDialogClassic	True	True	True
FileNewWebPage	True	True	True
FileOpen	True	True	True
FileOpenRecentFile	True	True	True
FileOpenUsingBackstage	True	True	True
FilePermission	True	True	True
FilePermissionDoNotDistribute	True	True	True
FilePermissionRestrictAs	True	True	True
FilePermissionRestrictMenu	True	True	True
FilePermissionUnrestricted	True	True	True
FilePermissionView	True	True	True
FilePrepareMenu	True	True	True
FilePrint	True	True	True
FilePrintCustomRange			
FilePrintMenu	True	True	True
FilePrintPreview	True	True	True
FilePrintQuick	True	True	True
FileProperties	True	True	True
FileSave	True	True	True
FileSaveACopy	True	True	True
FileSaveAs	True	True	True
FileSaveAsHtml	False	False	False
FileSaveAsMenu	True	True	True
FileSaveAsOtherFormats	True	True	True
FileSaveAsPdfOrXps	True	True	True
FileSaveAsWebPage	True	True	True
FileSaveAsWord97_2003	True	True	True
FileSaveAsWordDocx	True	True	True
FileSaveAsWordDotx	True	True	True
FileSaveAsWordOpenDocumentText	True	True	True
FileSaveToDocumentManagementServer	True	True	True
FileSendAsAttachment	True	True	True
FileSendMenu	True	True	True
FileSendToPowerPoint	True	True	True
FileServerTasksMenu	False	False	False
FileStartWorkflow	False	False	False
FileTypeChange			
FileTypes			
FileVersionHistoryWord	True	True	True
FileViewDigitalSignatures	True	True	True
FileWorkflowTasks	False	False	False
FindDialog	True	True	True
FindNext	True	True	True
FindPopup			
FingerPaintingMode	False	False	False
